,Unnamed: 0,Unnamed: 0.1,hid,建案名稱,每坪單價(萬元/坪),每坪單價(低),每坪單價(高),均價,基地地址-縣市,基地地址-鄉鎮區,基地地址,格局規劃,交屋時間,預期完工,基地面積(坪),棟戶規劃,樓層規劃,結構工程,用途規劃,土地分區,投資建設,建材說明,建築設計,營造公司,建造執照,使用執照
2606,2606,2606,112257,富貴園,16~19萬元/坪,16.0,19.0,17.5,新竹市,北區延,濱路,二房(21.75坪)、三房(33.71坪)、四房(42.06坪),,時間待定,150,1棟，12戶住家，1戶店面,地上5層,暫無,住家用,暫無,吉邑開發有限公司,暫無,吉邑開發有限公司,暫無,(105)府建字第00188號,(107)府工使字第00025號
2607,2607,2607,116959,漢寶之星,55~60萬元/坪,55.0,60.0,57.5,新北市,中和區,景平路239巷,二房(23坪)、三房(40坪),,2023年下半年,978,1棟，257戶住家,地上27層，地下5層,RC,住家用,住宅區,漢親建設股份有限公司,待定,黃翔龍建築師,漢龍營造,107中建字第00082號,暫無
2608,2608,2608,116799,新坡棧,16~16.9萬元/坪,16.0,16.9,16.45,桃園市,觀音區,文林路265巷51弄61號,地坪（29-39坪）、建坪（61-74坪）,隨時交屋,,505,19棟，19戶住家,"地上3,5層",RC,住家用,甲建,世大建設股份有限公司,1.地坪：拋光石英磚 2.廚具：櫻花牌 3.衛浴：和成牌 4.主衛浴：五合一交換機 5.衛浴間：單層排氣 6.雙玄關大門 7.產權獨立 8.一戶一建照 ,謝志仲建築師事務所,金鼎營有限公司,106桃市都建執照字會觀0716-0732計17戶0705-0706計2戶,暫無
2609,2609,2609,112400,勝華青逸,26~28萬元/坪,26.0,28.0,27.0,新北市,五股區,新城一路,二房(33.93坪),隨時交屋,,277.9,1棟，44戶住家，1戶店面,地上12層，地下3層,RC,住家用,住宅區,勝華建設有限公司,HCG免治馬桶林內廚具錦鋐6+5LOW-E玻璃電動曬衣架,蔡智勸建築事務所,協侑營造,103股建字第00549號,106股使字第00481號
2610,2610,2610,116348,冠藝 3 光合,17~20萬元/坪,17.0,20.0,18.5,高雄市,楠梓區,大學25路276號,二房(23.72坪)、三房(42.46坪),隨時交屋,,576,2棟，113戶住家，2戶店面,地上15層，地下2層,RC,住商用,住四,冠億建設實業有限公司,太陽能光電板、大雅廚具、林內排油煙機、林內瓦斯爐、林內烘碗機 AmericanStandard衛浴配備、永大電梯、福興門鎖&防火門,許堅倚建築師事務所,冠偉營造,(103)高市工建築字第00406號,暫無
2611,2611,2611,114053,泰暘彩虹,23~28萬元/坪,23.0,28.0,25.5,高雄市,鼓山區,文忠路77號,三房(36坪),隨時交屋,,318,87棟，83戶住家，4戶店面,地上15層，地下3層,RC,住家用,商四,泰暘建設有限公司,1.各戶大門晶片感應鎖(三合一系統：門禁+捷運+悠遊卡) 2.FTTB(光纖到社區) 3.社區中控系統(安全提升) 4.各戶專用影像式對講機(住的安心) 5.衛浴設備皆為免治馬桶，主臥第六代，次臥第五代 6.室內及臥室地磚皆採用60*60拋光磚,陳啟中建築師事務所,泰暘建設有限公司,(102)高市工建築字第01897號,(105)高市工建築使字第00051號
2612,2612,2612,110327,御國香榭,15.5~18萬元/坪,15.5,18.0,16.75,苗栗縣,竹南鎮,山佳里佳北二街,地坪（26坪）、建坪（56坪）,,隨時交屋,525,20棟，20戶住家,地上3層,RC,住家用,住宅區,弘碁建設(股)公司、御國建設(股)公司,本建案客餐廳地磚採用三洋60*60拋光石英磚，浴室地壁磚皆由設計師設計選樣，每間浴室地壁磚皆有不同風格。廚房採用櫻花整體廚房，內含奧地利進口3D木紋板、搭配德國進口緩衝鉸鍊等，營造體貼方便的料理空間，另外為了提高整體隔音，本建案除選用大同氣密窗外，玻璃部份也全面升級為5+5膠合玻璃，關上窗戶即刻遠離塵囂，歡迎蒞臨鑑賞。,陳金躍,徵信營造(股)公司,(105)栗商建字第00091號,暫無
2613,2613,2613,112041,山水晶棧,16萬元/坪,16.0,,16.0,高雄市,小港區,敬業路78號,三房(38.13坪),隨時交屋,,335,1棟，59戶住家，4戶店面,地上13層，地下2層,RC,住家用,第四種住宅區,城威建設股份有限公司,暫無,楊昭懋,國雋營造有限公司,(100)高市工建築字第03650號,(105)高市工建築使字第01157號
2614,2614,2614,117975,永鼎富世居,45~48萬元/坪,45.0,48.0,46.5,新北市,土城區,中央路四段50號,三房(34~36坪)、四房(44~46坪),隨時交屋,,331,1棟，48戶住家，5戶店面,地上13層，地下3層,RC,住家用,住宅區,永鼎建設,ToTo衛浴,三大建築師事務所,毅成營造,99土建字第00046號,104土使字第00117號
2615,2615,2615,116405,植木賞,40~42萬元/坪,40.0,42.0,41.0,新北市,板橋區,金門街287巷,三房(40坪),隨時交屋,,211,1棟，17戶住家,地上10層，地下1層,RC,住家用,住宅區,協和建設,外觀日式二丁掛磚 一樓門廳全石材 室內全室60X60拋光石英磚 櫻花牌雙口瓦斯爐 櫻花牌烘碗機 櫻花牌倒T型抽油煙機 TOTO單體馬桶 PANASONIC免治馬桶座 TOTO面盆 德國GROHE衛浴五金,上圓建築師事務所,洛城營造,(103)板建自第00153號,暫無
2616,2616,2616,114643,中山匯,23~25萬元/坪,23.0,25.0,24.0,台中市,潭子區,中山路二段、大新路,三房(36~39坪),,隨時交屋,576,2棟，72戶住家，8戶店面,地上13層，地下3層,RC,住家用,住宅,佳鋐建設,電子鎖 5+5mm膠合玻璃 當層排氣 ,吳六合建築師事務所,協侑營造,105中都建字第00186號,暫無
2617,2617,2617,114580,黃金屋12期,16.8~18萬元/坪,16.8,18.0,17.4,桃園市,觀音區,敬業街71巷,地坪（23坪）、建坪（52.17坪）,,隨時交屋,250,10棟，10戶住家,地上4層,RC,住家用,工業區丁種建築用地,慶曜建設有限公司,黃金屋12-交通情況 1.本案~成功路~66快速路~第1高速公路可南下北上 2.本案~成功路~大觀路~東西向2機場支線~第1高速公路可南下北上或至2高 3.本案~成功路~西濱61快速道路可至南下新竹北上八里 4.本案~成功路~大觀路~中山南路~青埔高鐵~大型國際購物商場 黃金屋12-周邊配套 學校：樹林國小草漯國小國中富林國小觀音國小國中 超市/百貨：7H.萊爾富.全家便利商自,陳良財,裕欣營造有限公司,(106)桃市都建執照自地會觀00148號,暫無
2618,2618,2618,117662,君利臻邸,24.88~25萬元/坪,24.88,25.0,24.94,新竹縣,竹北市,新民街208號,地坪（25.52坪）、建坪（102.95坪）,隨時交屋,,76,3棟，3戶住家,地上5層,RC,住商用,第三種商業區,君利建設,TOTO精品衛浴五金，櫻花牌三機進口烤箱，崇友電梯，馬可貝里精品拋光磚，外牆大理石片,洪能文,龍揚營造,(106)府建字第00448號,暫無
2619,2619,2619,106229,謙邸,123~130萬元/坪,123.0,130.0,126.5,台北市,中正區,羅斯福路二段8巷5號,暫無,時間待定,,123,1棟，31戶住家,地上9層，地下2層,暫無,住家用,暫無,興富謙建設股份有限公司,暫無,暫無,暫無,104使字第253號,暫無
2620,2620,2620,107516,花見川,27.8萬元/坪,27.8,,27.8,基隆市,暖暖區,"暖暖街281巷79,81號",三房(44坪),隨時交屋,,132,1棟，12戶住家,地上7層，地下1層,暫無,見其他登記事項,暫無,村上建設有限公司,暫無,顧峻魁建築師事務所,暫無,建100-0063,使102-0088
2621,2621,2621,107242,世紀長虹,45~50萬元/坪,45.0,50.0,47.5,新北市,林口區,忠孝三路,暫無,隨時交屋,,2008,2棟，194戶住家,地上28層，地下4層,暫無,住家用,暫無,長虹建設股份有限公司,暫無,簡俊卿,暫無,暫無,暫無
2622,2622,2622,110002,頂園,18~19萬元/坪,18.0,19.0,18.5,高雄市,鳳山區,頂新七街25號,三房(42~44坪),隨時交屋,,552,1棟，66戶住家,地上12層，地下2層,暫無,住家用,暫無,吉松建設股份有限公司,暫無,鄭純茂建築師事務所,暫無,(101)高市工建築字第01458號,(103)高市工建築使字第00614號
2623,2623,2623,110008,京城水森林,17~20萬元/坪,17.0,20.0,18.5,高雄市,楠梓區,德惠路128號,二房(28坪)、三房(42坪)、四房(55坪),隨時交屋,,1519,3棟，237戶住家，1戶店面,地上15層，地下2層,暫無,住家用,暫無,京城建設,暫無,謝慶旺,暫無,101-36,103-1155
2624,2624,2624,110416,青川之丘,22萬元/坪,22.0,,22.0,桃園市,蘆竹區,"大新三街201巷2,6,8,10號",二房(27坪)、三房(42坪),隨時交屋,,328,1棟，40戶住家，4戶店面,地上11層，地下2層,暫無,住商用,暫無,陞逸建設,暫無,周勤富建築師事務所,暫無,建102-1437,使104-00849
2625,2625,2625,110452,宜誠有合,35萬元/坪,35.0,,35.0,桃園市,中壢區,文發路181號,三房(78坪)、四房(80坪),隨時交屋,,628,2棟，42戶住家，2戶店面,地上12層，地下3層,暫無,住商用,暫無,華曜建設、宜誠建設,暫無,陳永振,暫無,101-0630,104-0970
2626,2626,2626,110809,富宇學學,25~28萬元/坪,25.0,28.0,26.5,新竹縣,竹北市,華興街、中央路口,二房(29~33坪)、三房(42坪),隨時交屋,,830,2棟，101戶住家，11戶店面,地上14層，地下2層,RC,住家用,住二,富宇建設,大雅櫥櫃、林內廚具；冠軍磁磚、太格木地板；TOTO衛浴,明誼建築事務所,盛大建設故份有限公司,(104)府建字第00223號,暫無
2627,2627,2627,112582,無疆,28萬元/坪,28.0,,28.0,桃園市,桃園區,三元街147號,3+1房(46.52坪),隨時交屋,,265,1棟，27戶住家,地上15層，地下4層,暫無,住家用,暫無,家賀建設股份有限公司,RC鋼筋混凝土結構，天然石材、Low-E玻璃、80*80拋光石英磚、實木地板、大同氣密窗、林內或喜特麗廚具,張建鴻建築師事務所,暫無,102-1093,105-0729
2628,2628,2628,107552,源美學,18~20萬元/坪,18.0,20.0,19.0,桃園市,八德區,仁德路50號,暫無,隨時交屋,,1760,16棟，195戶住家,"地上12,13層，地下3層",暫無,住家用,暫無,嘉璟建設,暫無,陳明徽建築事務所,暫無,建100-1467,0137桃縣工建
2629,2629,2629,110115,小幸運,47萬元/坪,47.0,,47.0,新北市,中和區,國光街215巷,一房(10.48~11.89坪)、二房(26.55坪),,隨時交屋,243,1棟，45戶住家,地上7層，地下1層,暫無,住家用,暫無,怡富開發建設,暫無,張維哲建築師,暫無,105中建字第00320號,暫無
2630,2630,2630,110347,森活家,26萬元/坪,26.0,,26.0,基隆市,信義區,教忠街161巷63號,地坪（37坪）、建坪（60-63坪）,隨時交屋,,959,2棟，24戶住家,地上3層,暫無,住家用,暫無,強利建設,暫無,孫德耀建築師事務所,暫無,建100-0028,使104-0036
2631,2631,2631,116075,皇翔玉璽,90~100萬元/坪,90.0,100.0,95.0,台北市,大同區,承德路三段263號,暫無,隨時交屋,,667,7棟，77戶住家，6戶店面,地上12層，地下4層,暫無,住家用,暫無,皇翔建設股份有限公司,暫無,陳克聚建築師,暫無,建97-0461,暫無
2632,2632,2632,111413,築硯,22~24.5萬元/坪,22.0,24.5,23.25,高雄市,左營區,南屏路266號,3+1房(65~67坪),隨時交屋,,603,3棟，70戶住家，2戶店面,地上15層，地下3層,暫無,住家用,暫無,麗晶建設,暫無,張文明,暫無,101-213,103-1851
2633,2633,2633,106982,寶佳臻峰,65~75萬元/坪,65.0,75.0,70.0,新北市,板橋區,文化路二段111號,三房(39~63坪)、四房(72坪),隨時交屋,,912,2棟，185戶住家，18戶店面,地上24層，地下5層,暫無,住家用,暫無,寶佳建設股份有限公司,YAMAHA廚具、TOTO衛浴、石英地磚、長庚活水科技,閤康聯合設計師事務所,暫無,90-0200,104板使字第00055號
2634,2634,2634,114026,浩瀚大學漾,25萬元/坪,25.0,,25.0,新竹縣,竹北市,福興一路52號,三房(41~44坪)、四房(51~55坪),隨時交屋,,1610.13,2棟，264戶住家，10戶店面,地上24層，地下4層,暫無,住家用,暫無,浩瀚開發建設股份有限公司,RC鋼筋混凝土結構、林內廚具、TOTO衛浴、中華氣密窗,侯春山建築師事務所,暫無,101-0113,103-0399
2635,2635,2635,111602,遠見繽麗,18~20萬元/坪,18.0,20.0,19.0,高雄市,仁武區,京吉六路5號,四房(55~61坪),隨時交屋,,1130,2棟，133戶住家,地上18層，地下2層,暫無,住家用,暫無,全誠建設,暫無,羅仲廷,暫無,101-1656,105-220-01
2636,2636,2636,111808,藍帶,15~18萬元/坪,15.0,18.0,16.5,高雄市,小港區,敬業路11號,二房(31坪)、三房(45坪)、四房(58坪),隨時交屋,,1444,3棟，162戶住家,地上14層，地下2層,RC,住家用,第三種住宅區,永信建設開發股份有限公司,暫無,鄭純茂建築師事務所,義展營造工程股份有限公司,(103)高市工建築字第00050號,(104)高市工建築使字第02508號
2637,2637,2637,109263,好建築,16萬元/坪,16.0,,16.0,台南市,安南區,仁安六街26號,二房(28坪)、三房(37坪),,隨時交屋,289.1,1棟，36戶住家,地上10層，地下1層,RC,住家用,暫無,城富開發,暫無,朱益民,暫無,(103)南工造字第06551-01號,暫無
2638,2638,2638,112347,築禾樂,27.3~28.5萬元/坪,27.3,28.5,27.9,新北市,林口區,中北一街79號,四房(41~47坪),隨時交屋,,1298,3棟，119戶住家，4戶店面,地上10層，地下2層,RC,住家用,暫無,築禾建設,RC鋼筋混凝土,吳成榮,暫無,建103-0106,使104-0620
2639,2639,2639,110571,國賓大悅,24.8萬元/坪,24.8,,24.8,新竹縣,竹北市,勝利八街一段、莊敬五街口,二房(25~28坪)、三房(34~39坪),隨時交屋,,2652,4棟，780戶住家，14戶店面,地上27層，地下5層,暫無,住家用,暫無,潤隆建設、興富發集團,暫無,李天鐸,暫無,建102-0628,使105-0341
2640,2640,2640,115839,惠宇樂觀,22~26萬元/坪,22.0,26.0,24.0,台中市,北屯區,太原路三段,二房(30坪)、三房(38~45坪)、四房(53坪),,2020年3月,1099.4,3棟，207戶住家,地上14層，地下4層,RC,住家用,第三種住宅區,惠昇建設股份有限公司,暫無,楊龍士建築師事務所,薰漢營造工程股份有限公司,102中都建字第00698號,暫無
2641,2641,2641,110885,祥城,21~23萬元/坪,21.0,23.0,22.0,高雄市,鳳山區,三誠路98號,2+1房(27坪),隨時交屋,,663,1棟，87戶住家，2戶店面,地上15層，地下2層,暫無,住家用,暫無,祥城建設股份有限公司,暫無,林子森林伯諭聯合建築師事務所,暫無,(103)高市工建築字第00552號,(105)高市工建築使字第00938號
2642,2642,2642,113984,棕櫚灣,13~14萬元/坪,13.0,14.0,13.5,台南市,南區萬,年五街347號,二房(24~25坪)、三房(37~38坪)、四房(47~48坪),隨時交屋,,1604,3棟，197戶住家，8戶店面,地上15層，地下2層,暫無,住家用,暫無,華友聯開發,鋼筋混凝土構造,曾永信,暫無,(104)南工造字第00159-04號,(106)南工使字第02495號
2643,2643,2643,107969,勝利首席,26~28萬元/坪,26.0,28.0,27.0,新竹縣,竹北市,勝利八街、莊敬六街口,二房(24坪)、三房(40坪)、四房(47坪),,隨時交屋,720,2棟，64戶住家，13戶店面,地上14層，地下2層,暫無,住家用,暫無,利豐建設,櫻花牌抽油煙機、瓦斯爐、歐式廚具 ToTO免治馬桶、LED除霧明鏡、ToTo暖風機,涂秀瑋建築師事務所,暫無,建105-0206,暫無
2644,2644,2644,107772,和毅璞玉,17.5萬元/坪,17.5,,17.5,桃園市,楊梅區,福羚路101~117號,二房(27坪),隨時交屋,,527.56,1棟，126戶住家，6戶店面,地上15層，地下3層,暫無,住商用,暫無,和毅建設、寶佳機構,暫無,張建鴻,暫無,建103-0112,105-1084
2645,2645,2645,112149,天翔,18~19萬元/坪,18.0,19.0,18.5,桃園市,中壢區,華勛街340巷底附近,二房(28坪)、三房(38坪)、四房(45坪),隨時交屋,,1760.8,5棟，258戶住家，10戶店面,地上15層，地下3層,暫無,住家用,暫無,和發建設、寶佳機構,RC結構,張建鴻建築師事務所,暫無,103-0199,暫無
2646,2646,2646,111384,源峰寬心,33.5萬元/坪,33.5,,33.5,新北市,林口區,文林一街57號,二房(26坪)、三房(36~42坪),隨時交屋,,970,2棟，96戶住家，2戶店面,"地上7,13層，地下2層",暫無,住家用,暫無,源峰建設,暫無,大形聯合建築師事務所,暫無,建103-0491,暫無
2647,2647,2647,109784,中鋼晶棧,18~19萬元/坪,18.0,19.0,18.5,高雄市,小港區,中鋼路60號,二房(20.98~21.68坪),隨時交屋,,142,1棟，46戶住家，2戶店面,地上13層，地下2層,暫無,住家用,暫無,城威建設,暫無,許堅倚,暫無,(102)高市工建築字第03515號,(104)高市工建築使字第02650號
2648,2648,2648,110740,馥園NO.2,14~17萬元/坪,14.0,17.0,15.5,新竹縣,新豐鄉,永寧街40巷35弄,地坪（20坪）、建坪（54坪）,隨時交屋,,360,2棟，18戶住家,地上4層,暫無,住家用,暫無,朋昌建設,防水保固6年,林清恕,暫無,建104-0745,暫無
2649,2649,2649,112050,中研高登,63萬元/坪,63.0,,63.0,台北市,南港區,舊莊路一段212巷10號,一房(19~23坪),隨時交屋,,195.49,1棟，18戶住家,地上5層，地下1層,暫無,住家用,暫無,佳達開發,RC結構,楊弘志,暫無,102-0127,105-0057
2650,2650,2650,107695,合康幸福漾,28~32萬元/坪,28.0,32.0,30.0,桃園市,龜山區,文德二路11巷,二房(30坪)、三房(38坪)、1+1房(20坪),,隨時交屋,400,1棟，55戶住家,地上8層，地下3層,暫無,住家用,暫無,合康建設、寶佳機構,暫無,閤康,暫無,建103-0870,暫無
2651,2651,2651,106771,方念拾山,150萬元/坪,150.0,,150.0,台北市,中正區,新生南路一段172號,四房(95.6坪),隨時交屋,,140,1棟，13戶住家,地上14層，地下3層,暫無,住家用,暫無,璞永建設股份有限公司,暫無,郭旭原建築師事務所,暫無,100-0058,104-0035
